post_id,musician_screen_name,post_created_at,musician_post,musician_post_hashtags,musician_post_mentions,musician_post_favorite_count,musician_post_retweet_count
1119278740935192576,consequence,Fri Apr 19 16:37:01 +0000 2019,Laura Jane Grace &amp; the Devouring Mothers have shared a hilarious new music video for “I Hate Chicago”:… https://t.co/IdLbz6gFQz,#,@,120,32
1119275239505059840,consequence,Fri Apr 19 16:23:06 +0000 2019,Film Review: Someone Great is an impressive feature debut for onetime Sweet/Vicious creator Jennifer Kaytin Robinso… https://t.co/YTCvgSNw16,#,@,1,0
1119272016681623552,consequence,Fri Apr 19 16:10:18 +0000 2019,"Anderson .Paak soars on his new album, the nostalgic Ventura: https://t.co/IIQVJDsiOJ #Ventura https://t.co/o56YuCpsuz",#Ventura#,@,22,2
1119268431151415296,consequence,Fri Apr 19 15:56:03 +0000 2019,"Eagles of Death Metal’s Jesse Hughes will cover David Bowie, Queens of the Stone Age, and more on his new solo albu… https://t.co/pq4FbDJFJd",#,@,28,1
1117591624987574272,CyhiThePrynce,Mon Apr 15 00:53:01 +0000 2019,Handsome Jack ain’t cheap. https://t.co/fPvpdGLT0D,#,@,12,0
1117482544981790726,CyhiThePrynce,Sun Apr 14 17:39:35 +0000 2019,Ayyyeeee!!!! Even tho they about to get expelled from school this was fire it’s some real Leaders at this school ha… https://t.co/1OIY5cVZSV,#,@,164,49
1113973434659364865,CyhiThePrynce,Fri Apr 05 01:15:38 +0000 2019,Finally part of the Unbelievabull Bulldog Family! S/o to @lilbrotha1 and @bigboi for keeping “Handsome Jack” safe f… https://t.co/dCCZFil2DP,#,@lilbrotha1@BigBoi@,12,2
1113971593745719296,CyhiThePrynce,Fri Apr 05 01:08:19 +0000 2019,Handsome Jack!!! https://t.co/979mX8UFWX,#,@,7,1
1113971433871425536,CyhiThePrynce,Fri Apr 05 01:07:41 +0000 2019,Yessir!!! https://t.co/S8PP5FJ9cV,#,@,25,2
1113858789789315072,CyhiThePrynce,Thu Apr 04 17:40:04 +0000 2019,Sexy!!! https://t.co/LPniBI5zCk,#,@,253,26
1112556018200989696,CyhiThePrynce,Mon Apr 01 03:23:19 +0000 2019,Damn man the first time I got to meet bra he told he loved my album and I was gearing up to get you on a feature fo… https://t.co/ZVL0S66oL0,#,@,247,39
1112517639413227520,CyhiThePrynce,Mon Apr 01 00:50:49 +0000 2019,Damn these folks just kilt Nipsey. That’s why I don’t care about being famous cause the hate is real I try to put o… https://t.co/HIkCysOhCq,#,@,1782,449
1112111396714512385,CyhiThePrynce,Sat Mar 30 21:56:33 +0000 2019,@da1truescott Bra relax I’m rich as fuck I don’t have to put nothing else out for the rest of my life so go to anot… https://t.co/NHZNCzs74N,#,@da1truescott@,5,0
1112111053482016768,CyhiThePrynce,Sat Mar 30 21:55:11 +0000 2019,No wrote that song cause I was tired of y’all asking me. It was comedy to me lol all you gotta do is google my gove… https://t.co/EEVPw8r3pu,#,@,152,42
1112067238356410368,CyhiThePrynce,Sat Mar 30 19:01:05 +0000 2019,Naw my nigga I’m RICH!!! https://t.co/qUFRnLR2is,#,@,69,8
1112066845689835520,CyhiThePrynce,Sat Mar 30 18:59:31 +0000 2019,@BrokeCelebBam @jazzepha @JodyBreeze_ygr Yea when I was in a group,#,@BrokeCelebBam@jazzepha@JodyBreeze_ygr@,4,0
1112039614477287424,CyhiThePrynce,Sat Mar 30 17:11:19 +0000 2019,Bro I never been signed to Kanye he has nothing to do with me putting out music. I put music out when I want to I w… https://t.co/exK0MSJRX5,#,@,1078,160
1111851572772794368,CyhiThePrynce,Sat Mar 30 04:44:06 +0000 2019,Remember I said it first @TylerHerro14 is a GOAT https://t.co/mWUBxhnIU2,#,@TylerHerro14@,33,5
1111803475103375361,CyhiThePrynce,Sat Mar 30 01:32:59 +0000 2019,Tell her to hit me https://t.co/AyGpC2lhgv,#,@,11,3
1111740881193844740,CyhiThePrynce,Fri Mar 29 21:24:15 +0000 2019,"I’m looking for a new assistant that lives in Los Angeles.

Please email resumes to ivystateresumes@gmail.com

Thank you!",#,@,59,15
1108506053916782595,CyhiThePrynce,Wed Mar 20 23:10:12 +0000 2019,Whoever said this is a LEGEND!!!! https://t.co/TUsHk8N73a,#,@,222,42
1106624358338854913,CyhiThePrynce,Fri Mar 15 18:33:01 +0000 2019,So you telling me Chris Bosh d wade and Ray Allen aren’t future hall of famers plus he played in a easier conferenc… https://t.co/YnTxa1GhSt,#,@,38,14
1105677326568775681,CyhiThePrynce,Wed Mar 13 03:49:51 +0000 2019,I can’t even front Lebron this was super DOPE!!!! https://t.co/HpV1AqFqvZ,#,@,72,16
1105631692650213377,CyhiThePrynce,Wed Mar 13 00:48:31 +0000 2019,Yooo @LeVeonBell might have to go to the @Browns too,#,@LeVeonBell@Browns@,90,22
